applicant_id,year,month,total_inflow,total_outflow,txn_count,unique_counterparties,inflow_volatility
133,2024,10,196692.52,137096.2,182,35,0.1883
133,2024,11,173188.68,158064.91,89,12,0.1345
133,2024,12,212239.01,129494.21,166,36,0.2974
134,2024,1,815628.79,705750.73,82,21,0.1037
134,2024,2,827072.69,546337.45,162,56,0.1269
134,2024,3,695436.14,468516.48,103,54,0.0129
134,2024,4,880759.11,572359.7,116,27,0.367
134,2024,5,861587.3,752440.18,202,10,0.0352
134,2024,6,676788.02,588307.91,62,18,0.0698
134,2024,7,826540.19,758129.43,159,29,0.0143
134,2024,8,797846.8,651763.36,70,6,0.3337
134,2024,9,783885.54,666871.37,122,35,0.0514
134,2024,10,664123.44,565503.76,40,19,0.0004
134,2024,11,859753.43,553996.59,104,19,0.2076
134,2024,12,874140.07,762380.47,104,17,0.1771
135,2024,1,1607752.22,1174948.64,95,22,0.2124
135,2024,2,1388272.76,798327.43,111,22,0.0757
135,2024,3,1381455.98,1045731.3,139,20,0.0199
135,2024,4,1270447.02,1200700.67,59,41,0.2062
135,2024,5,1405861.12,953972.33,171,14,0.5524
135,2024,6,1212217.12,1091916.23,143,48,0.1786
135,2024,7,1397493.88,1295238.93,27,37,0.0628
135,2024,8,1423036.56,1024052.15,164,16,0.432
135,2024,9,1465042.15,1099033.28,133,48,0.1519
135,2024,10,1210144.85,1066806.29,143,26,0.3166
135,2024,11,1564207.41,1398676.76,118,40,0.168
135,2024,12,1294194.72,930944.08,20,15,0.1972
136,2024,1,895468.5,668181.49,109,33,0.0894
136,2024,2,805496.72,532516.55,31,22,0.196
136,2024,3,901571.92,563956.91,145,13,0.2632
136,2024,4,938923.95,562496.05,56,47,0.5877
136,2024,5,902703.29,632354.62,255,5,0.278
136,2024,6,378434.6,330990.92,65,28,0.3534
136,2024,7,782289.65,702795.37,97,27,0.2525
136,2024,8,713853.22,444800.98,134,42,0.7354
136,2024,9,554385.61,474168.42,133,37,0.1936
136,2024,10,811432.71,575153.42,130,36,0.2495
136,2024,11,734274.68,640723.35,60,23,0.4235
136,2024,12,970839.63,747834.86,142,13,0.2401
137,2024,1,1161905.86,961723.19,205,33,0.1152
137,2024,2,1114571.86,756091.51,88,19,0.068
137,2024,3,1051640.92,868304.6,22,20,0.2611
137,2024,4,1020769.2,777836.01,101,37,0.2793
137,2024,5,1242694.92,859931.35,137,7,0.1129
137,2024,6,1222642.77,1130874.73,145,26,0.0581
137,2024,7,1131800.82,1048353.18,126,30,0.14
137,2024,8,1052159.41,707629.45,186,45,0.0516
137,2024,9,1155912.99,706270.67,59,26,0.2608
137,2024,10,966616.48,766415.21,171,41,0.1693
137,2024,11,1003246.44,866391.51,60,27,0.1944
137,2024,12,1267962.22,1054082.7,53,34,0.0531
138,2024,1,435662.95,385215.41,151,16,0.2363
138,2024,2,345389.7,283758.43,102,23,0.0305
138,2024,3,415638.31,311829.83,178,34,0.2281
138,2024,4,415407.96,371599.38,44,21,0.0247
138,2024,5,383114.3,250912.64,89,28,0.0634
138,2024,6,404117.97,368481.59,135,20,0.332
138,2024,7,410024.06,252131.64,109,37,0.1617
138,2024,8,442701.27,290915.81,115,40,0.1938
138,2024,9,413016.37,370716.34,148,37,0.0013
138,2024,10,752899.75,590675.64,91,34,0.2864
138,2024,11,718189.23,617733.47,155,14,0.0205
138,2024,12,671006.38,466621.28,122,8,0.2322
139,2024,1,204905.12,141272.76,69,6,0.1736
139,2024,2,237531.13,182848.47,120,6,0.0956
139,2024,3,238291.87,215156.77,104,8,0.1453
139,2024,4,249644.83,201697.86,122,20,0.5017
139,2024,5,233874.59,171164.96,202,40,0.3302
139,2024,6,250338.45,151619.5,48,17,0.1921
139,2024,7,228665.98,197183.79,83,44,0.076
139,2024,8,256899.92,217809.21,69,33,0.0147
139,2024,9,247567.21,158894.95,131,9,0.2947
139,2024,10,238543.25,220093.68,53,10,0.0043
139,2024,11,244984.37,150564.58,163,30,0.1096
139,2024,12,226466.76,149138.05,88,23,0.0684
140,2024,1,407010.49,352581.8,104,40,0.1456
140,2024,2,517314.69,417623.15,112,23,0.12
140,2024,3,513763.45,327385.37,103,31,0.3958
140,2024,4,403781.32,346517.2,60,28,0.0111
140,2024,5,398230.67,331478.66,49,26,0.5945
140,2024,6,471616.22,386599.59,95,41,0.181
140,2024,7,523889.4,434165.47,53,50,0.3448
140,2024,8,469364.27,383231.37,171,11,0.0521
140,2024,9,447397.28,326495.3,150,47,0.1078
140,2024,10,527509.46,473218.02,80,48,0.0976
140,2024,11,408676.11,353008.92,126,44,0.0638
140,2024,12,514050.5,343834.44,107,14,0.0775
141,2024,1,833934.81,546957.73,139,20,0.0751
141,2024,2,725187.2,427100.25,59,35,0.2505
141,2024,3,732117.24,533060.02,168,12,0.1282
141,2024,4,750711.9,557545.81,57,33,0.0333
141,2024,5,744405.32,674235.35,124,20,0.1521
141,2024,6,821086.32,623470.93,175,15,0.1798
141,2024,7,711649.0,659538.8,152,23,0.094
141,2024,8,675995.91,559608.16,163,54,0.0352
141,2024,9,877102.86,607777.49,120,15,0.1008
141,2024,10,770568.36,513333.53,64,20,0.1059
141,2024,11,833600.58,534368.97,77,36,0.1973
141,2024,12,843571.89,642458.38,136,15,0.1642
142,2024,1,772411.69,458916.32,54,26,0.1816
142,2024,2,960060.17,846501.84,32,38,0.1553
142,2024,3,1032550.4,631411.32,40,7,0.1228
142,2024,4,882364.7,756639.97,22,34,0.2704
142,2024,5,894204.68,560150.65,131,17,0.0199
142,2024,6,784590.65,656955.31,17,49,0.2443
142,2024,7,948691.96,670435.86,34,41,0.099
142,2024,8,779252.06,494834.79,165,22,0.0765
142,2024,9,946105.72,915785.09,24,22,0.2212
142,2024,10,1434907.88,866687.69,28,17,0.3147
142,2024,11,1703382.93,1083337.47,94,39,0.0949
142,2024,12,1196027.69,769273.65,55,41,0.0176
143,2024,1,452853.59,336730.07,32,36,0.1569
143,2024,2,564627.23,381847.35,64,8,0.1171
143,2024,3,472838.05,309944.16,176,35,0.0877
143,2024,4,576298.53,419532.69,46,18,0.0142
143,2024,5,492346.78,438729.83,91,4,0.0584
143,2024,6,487508.05,429334.4,116,20,0.088
143,2024,7,516780.08,436651.89,173,16,0.0998
143,2024,8,473315.61,352460.09,83,37,0.0349
143,2024,9,473349.67,363551.55,78,22,0.072
143,2024,10,506760.89,341575.22,171,29,0.3534
143,2024,11,510922.13,351818.62,156,19,0.2352
143,2024,12,470471.17,438728.44,171,44,0.0886
144,2024,1,829308.17,599355.93,153,35,0.1231
144,2024,2,807904.91,754149.65,48,16,0.2084
144,2024,3,850170.82,652145.22,50,9,0.1918
144,2024,4,824081.06,798286.01,160,26,0.2382
144,2024,5,735610.35,668846.86,110,26,0.0831
144,2024,6,857234.59,634770.48,79,27,0.0699
144,2024,7,817221.95,723705.56,167,7,0.2436
144,2024,8,789781.43,521850.91,112,13,0.0726
144,2024,9,678220.15,425057.28,90,21,0.2422
144,2024,10,973157.22,760707.07,93,32,0.344
144,2024,11,1221206.92,1053281.76,36,58,0.0204
144,2024,12,1594460.62,1165318.77,147,46,0.1592
145,2024,1,1239860.98,931032.26,85,27,0.126
145,2024,2,1063105.28,1019669.27,112,36,0.1672
145,2024,3,1154933.89,924964.05,135,41,0.0466
145,2024,4,1150589.97,804778.6,127,27,0.0819
145,2024,5,1160758.13,1028457.78,77,26,0.1688
145,2024,6,1138655.77,944559.55,88,38,0.0805
145,2024,7,1110827.97,917348.4,32,13,0.0766
145,2024,8,1251682.69,1133537.33,59,36,0.269
145,2024,9,1049403.89,650482.3,143,18,0.3883
145,2024,10,1190064.75,769953.48,65,24,0.0163
145,2024,11,1017221.67,722044.94,107,38,0.2239
145,2024,12,1335054.45,912619.4,52,34,0.1382
146,2024,1,2274052.03,1693608.16,44,55,0.1795
146,2024,2,917979.62,880678.38,45,53,0.2099
146,2024,3,1192133.61,795878.12,27,16,0.5113
146,2024,4,2375638.58,1556124.9,332,11,0.3858
146,2024,5,1330602.67,859539.95,37,30,0.1652
146,2024,6,902105.06,770330.34,51,34,0.3038
146,2024,7,902325.74,841576.81,14,49,0.3281
146,2024,8,827111.21,536427.1,107,15,0.2187
146,2024,9,1508337.23,1307771.69,146,48,0.0681
146,2024,10,1178599.12,893303.13,55,33,0.2853
146,2024,11,2260414.21,1771361.95,67,41,0.1549
146,2024,12,1100404.48,707789.77,146,7,0.2231
147,2024,1,883431.84,551237.25,76,33,0.1728
147,2024,2,1069088.65,691575.1,148,25,0.3847
147,2024,3,674099.64,431260.63,64,48,0.0553
147,2024,4,1597602.73,1115705.11,260,25,0.3522
147,2024,5,1307085.53,1245558.97,227,5,0.6101
147,2024,6,1063720.01,841698.56,174,13,0.2813
147,2024,7,1304419.74,1229151.34,61,28,0.4133
147,2024,8,1679191.17,1203816.28,99,43,0.4691
147,2024,9,1536816.77,1001444.16,187,19,0.6692
147,2024,10,1310840.42,1215303.48,60,7,0.3118
147,2024,11,1216743.77,1114642.83,22,37,0.0723
147,2024,12,1549984.4,1510725.21,52,9,0.4462
148,2024,1,815607.05,607939.38,74,35,0.1246
148,2024,2,818998.11,636731.81,105,30,0.2885
148,2024,3,912743.11,669002.46,128,5,0.3428
148,2024,4,842634.99,657827.13,81,43,0.1607
148,2024,5,1024142.31,704128.62,196,34,0.4522
148,2024,6,1021868.99,681657.26,142,37,0.0263
148,2024,7,1022367.66,726934.31,212,21,0.3012
148,2024,8,895993.28,590117.83,116,35,0.0753
148,2024,9,851363.54,724723.37,139,18,0.1301
148,2024,10,804126.83,715155.8,33,31,0.0985
148,2024,11,920802.18,793072.42,182,8,0.2542
148,2024,12,920746.58,713341.36,60,24,0.1912
149,2024,1,498177.68,318277.6,110,26,0.1646
149,2024,2,491188.66,428592.28,68,41,0.1843
149,2024,3,499601.5,384377.45,177,35,0.3261
149,2024,4,481587.41,349672.55,121,18,0.0338
149,2024,5,501861.23,452229.41,104,36,0.0452
149,2024,6,483749.61,363677.4,33,6,0.1669
149,2024,7,462938.1,323685.04,85,37,0.0323
149,2024,8,411420.12,283486.93,28,32,0.2478
149,2024,9,417996.51,269407.76,62,25,0.062
149,2024,10,517649.72,356938.66,175,31,0.0406
149,2024,11,443736.24,382609.72,67,14,0.1754
149,2024,12,440695.88,252741.32,32,34,0.0459
150,2024,1,526862.29,484897.54,37,26,0.0254
150,2024,2,624119.5,473705.76,136,19,0.4684
150,2024,3,497416.63,367334.25,141,12,0.1626
150,2024,4,518418.24,334390.76,32,39,0.1162
150,2024,5,493228.28,346258.77,21,44,0.1537
150,2024,6,584628.49,470851.11,40,15,0.3037
150,2024,7,493151.13,312200.17,83,32,0.2171
150,2024,8,510059.25,334303.61,118,31,0.0206
150,2024,9,470937.31,307111.76,71,5,0.2057
150,2024,10,553095.33,401271.49,167,4,0.069
150,2024,11,539468.93,430128.91,120,30,0.0275
150,2024,12,550955.24,424730.54,135,13,0.0183
151,2024,1,534440.34,359907.41,77,34,0.08
151,2024,2,583463.09,537664.8,144,32,0.1088
151,2024,3,680054.31,452136.56,179,44,0.1716
151,2024,4,691690.59,570798.44,210,24,0.183
151,2024,5,576726.32,413959.77,162,27,0.1925
151,2024,6,654254.01,442389.57,198,49,0.185
151,2024,7,693815.72,516076.59,110,6,0.2141
151,2024,8,592506.1,392253.5,47,9,0.158
151,2024,9,574841.06,450804.51,31,30,0.1384
151,2024,10,537069.4,414121.03,165,6,0.1419
151,2024,11,603391.21,444883.66,44,13,0.0932
151,2024,12,529367.48,354138.96,98,17,0.0515
152,2024,1,1416908.5,872620.75,79,15,0.6259
152,2024,2,916204.51,684532.43,133,33,0.3599
152,2024,3,582751.02,407149.98,39,15,0.1718
152,2024,4,835908.64,655368.25,105,52,0.1016
152,2024,5,533319.8,429807.66,90,24,0.435
152,2024,6,650311.84,486037.8,29,19,0.177
152,2024,7,1310779.78,1116388.03,151,17,0.5722
152,2024,8,1373063.96,1031654.6,176,46,0.0057
152,2024,9,798008.05,778179.19,102,45,0.1694
152,2024,10,1091143.25,1003312.86,129,17,0.6071
152,2024,11,600441.82,535493.3,105,34,0.2091
152,2024,12,426777.66,306027.68,61,19,0.3603
153,2024,1,662684.22,561249.53,84,10,0.0519
153,2024,2,772430.95,516531.16,24,27,0.1861
153,2024,3,695904.9,654365.67,30,28,0.2488
153,2024,4,840824.47,575320.0,81,27,0.0611
153,2024,5,830916.69,785793.61,167,6,0.3368
153,2024,6,742341.67,664811.96,173,19,0.0586
153,2024,7,741286.67,505049.71,113,9,0.0534
153,2024,8,859740.0,544810.33,114,32,0.2294
153,2024,9,650580.42,530098.9,66,35,0.0965
153,2024,10,640594.74,434132.3,120,48,0.2424
153,2024,11,819879.69,583822.42,35,12,0.2615
153,2024,12,827309.83,771083.01,124,25,0.3269
154,2024,1,350506.11,330066.72,52,37,0.0875
154,2024,2,324365.58,274819.75,167,28,0.1591
154,2024,3,403954.78,339157.91,94,45,0.0933
154,2024,4,422905.05,387322.39,27,57,0.4349
154,2024,5,353550.09,287161.5,164,12,0.1057
154,2024,6,385801.11,248806.24,140,36,0.0337
154,2024,7,334057.03,236633.0,93,40,0.0146
154,2024,8,328575.73,289647.08,99,29,0.1195
154,2024,9,404462.57,241671.93,34,16,0.2409
154,2024,10,423242.59,309994.71,190,14,0.1598
154,2024,11,333460.44,252831.48,66,19,0.1685
154,2024,12,323125.62,298654.33,65,14,0.2984
155,2024,1,1301399.08,863494.77,184,7,0.155
155,2024,2,1283168.94,1062410.24,132,15,0.1124
155,2024,3,1295505.97,827003.19,88,49,0.0441
155,2024,4,1349142.78,1186054.82,85,38,0.1297
155,2024,5,1385880.55,869573.08,185,42,0.1074
155,2024,6,1204938.02,791399.93,106,30,0.4618
155,2024,7,1297011.86,835244.09,84,14,0.0431
155,2024,8,1324531.99,915208.18,139,10,0.1139
155,2024,9,1400306.1,958572.1,151,26,0.0686
155,2024,10,1362404.33,945488.45,164,5,0.1855
155,2024,11,1257876.7,850949.99,49,37,0.1013
155,2024,12,1223826.9,754263.37,141,7,0.0201
156,2024,1,889601.54,602437.11,61,40,0.4624
156,2024,2,1083432.9,861616.41,214,45,0.7136
156,2024,3,1354772.05,952508.55,257,53,0.1409
156,2024,4,1572216.56,1045288.73,191,9,0.3866
156,2024,5,1315856.04,1135958.38,80,33,0.2221
156,2024,6,539249.43,490065.32,41,14,0.3294
156,2024,7,1028882.27,980785.73,94,39,0.2221
156,2024,8,1006255.92,899592.56,178,53,0.0967
156,2024,9,1251503.96,1003539.19,121,35,0.3278
156,2024,10,1341375.43,1114272.52,77,38,0.0989
156,2024,11,881376.38,708957.96,25,38,0.4933
156,2024,12,1596574.13,1411299.82,187,14,0.529
157,2024,1,1107058.2,768120.7,24,6,0.0109
157,2024,2,888278.76,568008.18,117,11,0.1153
157,2024,3,974131.93,804697.13,30,42,0.0673
157,2024,4,882926.99,657732.63,128,39,0.1182
157,2024,5,1153112.87,967085.2,208,13,0.137
157,2024,6,983190.19,906690.67,37,30,0.0887
157,2024,7,900977.51,604130.06,159,26,0.0962
157,2024,8,1081963.01,714611.07,187,10,0.1186
157,2024,9,1025302.39,675424.41,96,11,0.0309
157,2024,10,954143.56,904275.45,183,23,0.2733
157,2024,11,873659.44,786745.48,129,27,0.0629
157,2024,12,966566.19,856538.22,72,32,0.1302
158,2024,1,564583.89,507042.4,122,43,0.0669
158,2024,2,711081.34,663043.19,99,42,0.006
158,2024,3,504072.09,317116.77,27,5,0.186
158,2024,4,481676.07,349709.1,17,54,0.0805
158,2024,5,559049.93,345126.57,198,16,0.0757
158,2024,6,617045.55,483827.18,159,29,0.2333
158,2024,7,624136.41,535817.98,107,9,0.0456
158,2024,8,577491.4,463933.25,47,11,0.2146
158,2024,9,557092.57,421738.75,157,18,0.0625
158,2024,10,546806.43,323785.97,147,9,0.0092
158,2024,11,636497.37,384098.43,136,16,0.1103
158,2024,12,542595.21,507402.39,128,15,0.3984
159,2024,1,1024459.89,659676.52,66,54,0.0776
159,2024,2,889762.24,683707.21,171,27,0.1285
159,2024,3,816639.59,527405.43,184,17,0.067
159,2024,4,771445.87,536344.48,144,49,0.1755
159,2024,5,660444.79,589916.43,43,23,0.1289
159,2024,6,627305.22,513728.24,115,8,0.0788
159,2024,7,805015.38,533297.06,148,38,0.1054
159,2024,8,689106.92,571347.44,114,9,0.0989
159,2024,9,762114.24,565022.47,80,32,0.0456
159,2024,10,666287.96,554019.28,104,22,0.2813
159,2024,11,827384.5,752906.12,179,11,0.031
159,2024,12,753342.73,630062.28,46,55,0.2118
160,2024,1,861102.83,546424.69,32,12,0.244
160,2024,2,1472356.2,1020665.0,244,12,0.2909
160,2024,3,1274468.11,883259.54,171,42,0.2378
160,2024,4,722953.1,422276.69,44,11,0.3147
160,2024,5,625796.35,491827.25,77,34,0.2589
160,2024,6,1584747.08,1190341.64,144,43,0.5572
160,2024,7,1446535.56,1043451.21,66,28,0.3251
160,2024,8,1565063.13,1227133.06,77,14,0.2783
160,2024,9,900878.94,736970.89,146,29,0.0483
160,2024,10,2874830.39,2384433.19,321,40,0.3674
160,2024,11,1499875.12,1460938.63,77,25,0.2362
160,2024,12,2454906.5,2121148.06,125,41,0.3016
161,2024,1,587644.22,443008.54,112,39,0.1701
161,2024,2,636426.76,417364.8,142,17,0.029
161,2024,3,523386.41,411297.36,46,23,0.0369
161,2024,4,514605.53,352546.98,164,41,0.1601
161,2024,5,551530.98,332063.69,130,17,0.0509
161,2024,6,565584.14,395184.16,67,19,0.1089
161,2024,7,536107.61,426636.21,113,23,0.1331
161,2024,8,475162.31,429405.38,44,16,0.0273
161,2024,9,585743.02,351637.8,75,51,0.1103
161,2024,10,579850.79,456782.55,114,13,0.0938
161,2024,11,517072.37,443096.24,132,38,0.0666
161,2024,12,534643.57,402387.11,38,5,0.0862
162,2024,1,1074325.68,632724.13,139,17,0.1615
162,2024,2,942559.35,804745.45,57,15,0.0456
162,2024,3,941622.68,789510.24,181,31,0.2374
162,2024,4,869602.6,627726.32,94,13,0.271
162,2024,5,790047.1,647820.06,82,14,0.1372
162,2024,6,815370.47,535981.0,142,19,0.1312
162,2024,7,966130.5,684568.5,222,46,0.0399
162,2024,8,805347.11,513670.81,176,19,0.0413
162,2024,9,915435.01,616857.83,27,33,0.2126
162,2024,10,828698.7,551963.61,87,42,0.367
162,2024,11,744819.43,528358.54,169,41,0.0955
162,2024,12,788296.31,513670.79,23,14,0.1538
163,2024,1,719203.6,504496.52,137,7,0.345
163,2024,2,633743.77,540770.65,121,16,0.2425
163,2024,3,737703.35,672617.24,27,20,0.0297
163,2024,4,753405.0,707290.74,104,17,0.0553
163,2024,5,779538.33,706826.29,182,42,0.2535
163,2024,6,647779.57,487032.58,130,28,0.0299
163,2024,7,660298.62,578935.45,82,37,0.2081
163,2024,8,606233.59,416725.06,139,24,0.3144
163,2024,9,709178.56,451010.47,75,5,0.0825
163,2024,10,691645.28,594805.83,65,42,0.4182
163,2024,11,772880.7,464127.2,154,14,0.025
163,2024,12,716629.33,505718.17,149,10,0.1077
164,2024,1,1245050.39,1201340.23,307,12,0.4614
164,2024,2,497372.38,307855.06,37,28,0.4362
164,2024,3,840481.65,580584.55,42,17,0.0364
164,2024,4,428285.57,251527.57,72,20,0.3852
164,2024,5,883235.47,643022.77,175,35,0.3505
164,2024,6,603447.04,382037.31,19,37,0.4446
164,2024,7,1023654.3,701230.28,201,49,0.2325
164,2024,8,377926.28,305477.13,58,20,0.4716
164,2024,9,999766.63,702377.88,226,13,0.1885
164,2024,10,586094.28,373488.4,41,41,0.0197
164,2024,11,413122.25,252156.78,74,9,0.6179
164,2024,12,416447.36,281955.22,24,16,0.3999
165,2024,1,436130.3,308520.01,26,26,0.0635
165,2024,2,442850.71,383060.37,60,38,0.2076
165,2024,3,363279.69,290307.94,192,23,0.0825
165,2024,4,382920.04,303171.73,115,21,0.1163
165,2024,5,305324.06,192234.67,127,47,0.2417
165,2024,6,349209.0,239134.75,159,43,0.0142
165,2024,7,392418.56,270554.85,112,23,0.3013
165,2024,8,383389.14,322886.5,80,15,0.2668
165,2024,9,367573.15,236285.44,83,43,0.0688
165,2024,10,328111.94,252676.24,37,39,0.1507
165,2024,11,347239.27,223847.74,122,19,0.1299
165,2024,12,401580.71,294360.7,27,18,0.2633
166,2024,1,229708.16,205872.21,72,43,0.246
166,2024,2,255764.94,216936.93,99,7,0.2761
166,2024,3,219270.16,160729.33,55,13,0.0754
166,2024,4,223765.07,198876.18,50,33,0.0477
166,2024,5,212778.34,146014.19,186,33,0.2035
166,2024,6,194531.98,131259.21,100,31,0.0457
166,2024,7,254048.81,228193.75,133,35,0.2843
166,2024,8,225760.51,185707.41,91,17,0.1331
166,2024,9,244739.84,189981.82,206,43,0.1698
166,2024,10,236466.41,173774.92,82,12,0.0764
166,2024,11,254419.36,160907.87,160,25,0.025
166,2024,12,203349.87,156449.84,21,28,0.1235
167,2024,1,946060.49,668972.34,193,19,0.1012
167,2024,2,881280.24,755482.88,113,18,0.0725
167,2024,3,855811.74,512552.02,182,8,0.0464
167,2024,4,896959.95,836075.95,166,30,0.3892
167,2024,5,726540.43,706666.61,86,28,0.0504
167,2024,6,876178.2,633632.13,211,11,0.2458
167,2024,7,848904.97,790145.97,85,45,0.1015
167,2024,8,848980.66,670818.12,189,23,0.0299
167,2024,9,909002.24,634235.53,162,39,0.2741
167,2024,10,935877.25,759552.74,64,42,0.1609
167,2024,11,806738.45,604038.87,139,12,0.1744
167,2024,12,805642.81,534838.77,33,32,0.1175
168,2024,1,388151.76,341481.78,110,7,0.1731
168,2024,2,423210.62,324821.97,56,42,0.2206
168,2024,3,494143.92,340322.23,137,33,0.0204
168,2024,4,482267.82,377738.03,196,46,0.1138
168,2024,5,397512.21,335921.05,112,35,0.1408
168,2024,6,483151.8,476311.61,70,26,0.062
168,2024,7,407474.81,389888.65,179,35,0.3252
168,2024,8,436642.12,340972.24,64,45,0.1538
168,2024,9,458240.09,312758.93,91,41,0.3575
168,2024,10,735595.9,601731.81,186,7,0.1141
168,2024,11,771625.7,706716.99,97,38,0.5268
168,2024,12,884008.63,744873.65,149,42,0.1873
169,2024,1,1081799.25,808214.11,36,16,0.244
169,2024,2,945703.74,699301.3,104,13,0.1646
169,2024,3,818613.55,740058.13,116,37,0.1627
169,2024,4,992873.92,931976.74,63,39,0.0775
169,2024,5,1077952.56,697494.21,85,38,0.1087
169,2024,6,904603.14,614984.93,183,40,0.0404
169,2024,7,1008032.29,811749.21,73,45,0.3031
169,2024,8,941789.0,707637.71,35,35,0.1094
169,2024,9,1004569.66,939358.17,72,33,0.2398
169,2024,10,1470810.9,1295783.49,105,21,0.2058
169,2024,11,1564597.22,1508261.49,145,31,0.0551
169,2024,12,2018408.85,1193281.24,96,28,0.1393
170,2024,1,1465629.79,938447.67,113,21,0.1071
170,2024,2,861495.05,550239.4,86,14,0.0658
170,2024,3,1016358.45,614912.93,208,35,0.1313
170,2024,4,1255569.14,1076280.3,107,28,0.0407
170,2024,5,412404.42,298784.49,77,15,0.4032
170,2024,6,984498.45,652431.4,69,25,0.0187
170,2024,7,1196427.69,912826.67,95,6,0.4311
170,2024,8,597410.76,413075.59,64,28,0.0413
170,2024,9,761642.39,451851.35,75,43,0.0105
170,2024,10,1319021.37,1131172.86,265,51,0.7425
170,2024,11,1347352.41,1285501.4,288,15,0.6355
170,2024,12,859920.23,603407.01,39,42,0.0699
171,2024,1,420029.82,370855.98,20,43,0.0564
171,2024,2,426506.8,337948.78,197,39,0.1685
171,2024,3,412890.51,316247.94,94,32,0.0986
171,2024,4,451027.49,354963.95,143,50,0.1272
171,2024,5,416880.58,266562.78,129,38,0.2016
171,2024,6,428413.55,393401.85,189,23,0.0762
171,2024,7,422904.8,304724.22,78,28,0.0783
171,2024,8,364144.27,230513.33,62,33,0.0557
171,2024,9,384652.79,261168.12,175,34,0.0661
171,2024,10,363971.19,357380.77,67,48,0.1719
171,2024,11,461332.03,349871.99,176,14,0.3686
171,2024,12,457229.05,306435.14,130,9,0.1791
172,2024,1,328169.58,233659.84,53,5,0.6741
172,2024,2,738918.54,604362.97,323,21,0.4365
172,2024,3,452071.18,403285.52,160,36,0.3011
172,2024,4,568847.07,487801.88,150,6,0.5886
172,2024,5,420399.3,289238.22,157,4,0.3191
172,2024,6,571897.7,444176.81,206,27,0.0857
172,2024,7,403094.59,385116.45,41,47,0.064
172,2024,8,679348.85,407310.48,117,13,0.3611
172,2024,9,672440.86,445313.85,103,30,0.0305
172,2024,10,672352.05,557237.09,171,30,0.2853
172,2024,11,360563.75,269703.79,83,49,0.1664
172,2024,12,302158.36,223486.19,55,25,0.3448
173,2024,1,1880319.49,1444943.01,165,15,0.0302
173,2024,2,1916660.01,1604972.21,114,30,0.0116
173,2024,3,1119437.11,761880.81,62,17,0.1656
173,2024,4,1818738.15,1369684.82,105,34,0.5297
173,2024,5,1678313.54,1135272.9,141,21,0.3296
173,2024,6,1845486.58,1359342.5,122,22,0.2693
173,2024,7,697493.3,494475.87,35,32,0.0003
173,2024,8,1516231.06,967229.36,204,38,0.1141
173,2024,9,1093970.88,828295.61,69,15,0.6571
173,2024,10,1532963.86,1117432.36,258,52,0.2621
173,2024,11,759246.12,592263.7,89,49,0.8017
173,2024,12,951133.61,609290.32,127,8,0.3426
174,2024,1,1324707.02,1128339.14,98,9,0.0587
174,2024,2,1383103.05,1294252.3,38,11,0.0121
174,2024,3,1292722.63,1108649.55,187,19,0.079
174,2024,4,1262753.32,810167.94,133,29,0.0678
174,2024,5,1206797.97,926709.98,85,38,0.1321
174,2024,6,1372473.43,820518.66,46,27,0.3088
174,2024,7,1325192.45,814289.82,33,40,0.0954
174,2024,8,1167972.88,988366.23,165,40,0.0881
174,2024,9,1422855.97,1207242.39,105,38,0.1527
174,2024,10,1437386.65,1116038.64,84,21,0.1189
174,2024,11,1180658.37,913497.64,92,35,0.0911
174,2024,12,1215239.14,759219.9,121,14,0.2262
175,2024,1,1509752.09,1015886.89,263,23,0.2483
175,2024,2,1560160.52,1341821.86,157,21,0.3647
175,2024,3,1057609.04,724407.02,222,38,0.2879
175,2024,4,887771.88,633754.53,182,22,0.2765
175,2024,5,1438910.3,1086096.78,293,37,0.3497
175,2024,6,1121768.41,832001.71,200,7,0.3875
175,2024,7,825680.69,773575.95,30,15,0.4776
175,2024,8,1430435.56,1339036.75,61,28,0.2767
175,2024,9,674781.83,555475.64,27,15,0.3842
175,2024,10,2669759.19,2398816.51,288,7,0.2753
175,2024,11,1259743.41,1117447.78,42,38,0.1505
175,2024,12,2467759.22,2406124.84,272,32,0.1791
176,2024,1,421381.8,312574.6,34,9,0.1967
176,2024,2,423784.11,344557.51,164,44,0.1598
176,2024,3,384513.95,234035.07,18,20,0.0253
176,2024,4,461842.78,416745.52,135,20,0.2087
176,2024,5,422100.92,323991.54,92,35,0.2272
176,2024,6,484124.73,403037.27,137,13,0.0904
176,2024,7,494111.53,393527.71,33,15,0.0798
176,2024,8,393079.84,281935.95,127,23,0.0649
176,2024,9,471666.43,285236.2,164,46,0.0212
176,2024,10,468203.53,310151.22,97,12,0.0868
176,2024,11,503130.02,314954.38,187,22,0.2254
176,2024,12,491162.56,387771.45,50,30,0.3299
177,2024,1,1017564.8,884044.48,23,26,0.1652
177,2024,2,1056035.9,867119.7,177,29,0.1022
177,2024,3,990627.84,618647.96,204,40,0.0851
177,2024,4,931776.72,619412.88,119,40,0.2358
177,2024,5,891528.14,607370.11,142,7,0.2409
177,2024,6,973559.07,795787.93,139,22,0.0748
177,2024,7,900058.4,601042.74,156,38,0.0232
177,2024,8,877744.18,669930.17,154,37,0.1693
177,2024,9,889124.18,720834.04,168,39,0.0159
177,2024,10,903430.5,737080.04,35,23,0.032
177,2024,11,892864.46,765361.92,115,33,0.1892
